,ID,Name,Date,Time,Event,Status,Latitude,Longitude,Maximum Wind,Year
1025,AL071966,              GRETA,19660907,1800,  , TS,28.0,-48.4,50,1966
1026,AL071967,            UNNAMED,19670806,1800,  , TD,19.5,-17.1,-99,1967
1027,AL071968,            UNNAMED,19680910,1800,  , TD,9.9,-36.5,30,1968
1028,AL071969,            BLANCHE,19690813,1800,  , TS,48.0,-43.0,75,1969
1029,AL071970,            UNNAMED,19700818,1800,  , TD,22.0,-21.0,30,1970
1030,AL071971,            UNNAMED,19710816,1800,  , TD,30.0,-81.2,25,1971
1031,AL071972,            UNNAMED,19720807,1800,  , TD,15.0,-15.0,25,1972
1032,AL071973,            UNNAMED,19730811,1800,  , TD,14.0,-20.0,30,1973
1033,AL071974,               ALMA,19740815,1800,  , TS,10.5,-43.0,55,1974
1034,AL071975,           CAROLINE,19750901,1800,  , TS,25.3,-69.8,100,1975
1035,AL071976,              BELLE,19760810,1800,  , TS,42.6,-72.4,105,1976
1036,AL071977,              CLARA,19770912,1800,  , TS,40.5,-57.5,65,1977
1037,AL071978,            UNNAMED,19780811,1800,  , TD,13.0,-52.5,30,1978
1038,AL071979,            UNNAMED,19790726,1800,  , TD,26.5,-35.5,30,1979
1039,AL071980,            CHARLEY,19800825,1800,  , TS,39.6,-42.2,70,1980
1040,AL071981,            UNNAMED,19810704,1800,  , TD,34.0,-79.0,30,1981
1041,AL071982,            UNNAMED,19820927,1800,  , TD,40.1,-60.1,30,1982
1042,AL071984,             BERTHA,19840904,1800,  , TS,32.0,-41.0,35,1984
1043,AL071985,            UNNAMED,19850913,1800,  , TD,14.2,-60.5,30,1985
1044,AL071986,            UNNAMED,19860904,1800,  , TD,22.9,-86.2,30,1986
1045,AL071987,              CINDY,19870910,1800,  , TS,42.5,-28.0,45,1987
1046,AL071988,           FLORENCE,19880911,2300, L, TS,33.0,-89.2,70,1988
1047,AL071989,               ERIN,19890827,1800,  , TS,51.9,-22.4,90,1989
1048,AL071990,               FRAN,19900814,1800,  , WV,9.7,-32.1,35,1990
1049,AL071991,              DANNY,19910911,1800,  , TS,9.8,-25.8,45,1991
1050,AL071992,           DANIELLE,19920926,2200, L, TS,40.5,-73.0,55,1992
1051,AL071993,              FLOYD,19930913,1800,  , TS,48.0,-5.0,70,1993
1052,AL071994,            ERNESTO,19940926,1800,  , TS,17.0,-29.9,50,1994
1053,AL071995,              FELIX,19950825,1800,  , TS,61.5,-1.0,120,1995
1054,AL071996,             GUSTAV,19960902,1800,  , TS,21.3,-23.0,40,1996
1055,AL071997,              ERIKA,19970919,1800,  , TS,49.0,-14.0,110,1997
1056,AL071998,            GEORGES,19981001,2200, L, TS,9.8,-25.1,135,1998
1057,AL071999,            UNNAMED,19990907,1800, L, TD,25.0,-96.4,30,1999
1058,AL072000,              DEBBY,20000824,1800, P, TS,20.0,-44.5,75,2000
1059,AL072001,              FELIX,20010919,1800,  , WV,35.4,-28.4,100,2001
1060,AL072002,            UNNAMED,20020908,1800,  , TD,24.5,-47.5,30,2002
1061,AL072003,            UNNAMED,20030727,1800, L, TD,33.0,-80.1,30,2003
1062,AL072004,             GASTON,20040903,1800, L, TS,52.0,-28.9,65,2004
1063,AL072005,               GERT,20050725,1800, L, TS,22.5,-92.9,40,2005
1064,AL072006,           FLORENCE,20060919,1800,  , TS,63.0,-20.5,80,2006
1065,AL072007,          GABRIELLE,20070911,1800, L, TS,38.4,-68.0,50,2007
1066,AL072008,             GUSTAV,20080905,2200, L, TS,43.7,-67.4,135,2008
1067,AL072009,               FRED,20090919,1800,  , TS,26.6,-24.0,105,2009
1068,AL072010,               EARL,20100906,1900, L, TS,55.7,-19.3,125,2010
1069,AL072011,               GERT,20110817,1800,  , TS,44.9,-44.8,55,2011
1070,AL072012,             HELENE,20120819,1800, L, WV,22.7,-43.0,40,2012
1071,AL072013,          GABRIELLE,20130913,1800,  , TS,37.7,-64.7,55,2013
1072,AL072014,                FAY,20141013,1800, L, TS,33.9,-59.0,70,2014
1073,AL072015,              GRACE,20150909,1800,  , TS,14.0,-23.1,50,2015
1074,AL081853,            UNNAMED,18531022,1800,  , HU,32.5,-78.5,90,1853
1075,AL081859,            UNNAMED,18591029,1800, L, TS,32.7,-63.5,80,1859
1076,AL081861,            UNNAMED,18611103,1800, L, TS,44.0,-70.0,70,1861
1077,AL081863,            UNNAMED,18630927,1800,  , TS,37.0,-70.1,50,1863
1078,AL081867,            UNNAMED,18671009,1200,  , TS,17.5,-62.8,40,1867
1079,AL081869,            UNNAMED,18690914,1200,  , TS,16.0,-43.0,60,1869
1080,AL081870,            UNNAMED,18701011,1800,  , HU,38.0,-37.0,70,1870
1081,AL081871,            UNNAMED,18711013,1800,  , TS,49.0,-58.0,70,1871
1082,AL081877,            UNNAMED,18771130,1800,  , TS,52.5,-55.7,50,1877
1083,AL081878,            UNNAMED,18781015,2100, L, TS,45.5,-34.0,70,1878
1084,AL081879,            UNNAMED,18791121,1800,  , TS,55.0,-54.0,90,1879
1085,AL081880,            UNNAMED,18801004,1800,  , TS,37.5,-43.5,120,1880
1086,AL081885,            UNNAMED,18851014,2200, L, TS,42.0,-77.0,60,1885
1087,AL081886,            UNNAMED,18860924,1800,  , TS,30.0,-65.5,85,1886
1088,AL081887,            UNNAMED,18870906,1800,  , TS,55.9,-7.2,90,1887
1089,AL081888,            UNNAMED,18881108,1800,  , TS,40.0,-45.2,50,1888
1090,AL081889,            UNNAMED,18891006,1800,  , TS,40.4,-52.0,60,1889
1091,AL081891,            UNNAMED,18911016,1800,  , TS,53.0,-52.2,55,1891
1092,AL081892,            UNNAMED,18921020,1800,  , TS,46.2,-44.1,80,1892
1093,AL081893,            UNNAMED,18930909,1800, L, TS,35.1,-85.3,85,1893
1094,AL081898,            UNNAMED,18980928,1800,  , TS,28.7,-74.8,45,1898
1095,AL081899,            UNNAMED,18991018,1800,  , TS,36.5,-72.5,40,1899
1096,AL081901,            UNNAMED,19010919,2000, L, TS,40.5,-50.7,70,1901
1097,AL081903,            UNNAMED,19031010,1800,  , TS,37.2,-64.8,60,1903
1098,AL081906,            UNNAMED,19061023,1800, L, TS,32.1,-76.4,105,1906
1099,AL081908,            UNNAMED,19081007,1800,  , TS,32.8,-46.0,95,1908
1100,AL081909,            UNNAMED,19090831,1800, L, TS,31.5,-73.0,45,1909
1101,AL081916,            UNNAMED,19160902,1800,  , TS,18.2,-47.6,70,1916
1102,AL081923,            UNNAMED,19231021,1800, L, TS,67.0,-60.0,50,1923
1103,AL081924,            UNNAMED,19241001,2100, L, TS,42.5,-73.0,65,1924
1104,AL081926,            UNNAMED,19261001,1800,  , TS,40.5,-23.5,90,1926
1105,AL081927,            UNNAMED,19271121,1800,  , TS,36.0,-50.4,50,1927
1106,AL081931,            UNNAMED,19310929,1800,  , TS,44.8,-46.3,65,1931
1107,AL081932,            UNNAMED,19320921,1900, L, TS,38.8,-82.5,55,1932
1108,AL081933,            UNNAMED,19330905,1800, L, TS,26.2,-24.9,140,1933
1109,AL081934,            UNNAMED,19340923,1800,  , TS,33.0,-57.2,45,1934
1110,AL081935,            UNNAMED,19351114,1800,  , TS,37.0,-53.9,40,1935
1111,AL081936,            UNNAMED,19360820,1800,  , TS,24.5,-86.8,65,1936
1112,AL081937,            UNNAMED,19370928,1800,  , HU,64.0,-43.3,85,1937
1113,AL081938,            UNNAMED,19381021,1800,  , TS,33.0,-63.2,35,1938
1114,AL081940,            UNNAMED,19401024,1800,  , TS,14.2,-79.1,70,1940
1115,AL081942,            UNNAMED,19421005,1800,  , TS,51.1,-50.5,60,1942
1116,AL081943,            UNNAMED,19431003,1800,  , TS,53.0,-55.5,60,1943
1117,AL081944,            UNNAMED,19440922,1800,  , TS,21.1,-83.6,70,1944
1118,AL081945,            UNNAMED,19450912,1800,  , TS,34.5,-58.3,50,1945
1119,AL081947,            UNNAMED,19471011,1800,  , TS,39.1,-34.0,50,1947
1120,AL081948,            UNNAMED,19480926,2200, L, TS,47.5,-39.0,115,1948
1121,AL081949,            UNNAMED,19490917,1800,  , TS,30.0,-29.7,50,1949
1122,AL081950,                HOW,19501004,1800,  , TS,26.4,-88.4,40,1950
1123,AL081951,             GEORGE,19510922,1800, L, TS,22.3,-93.2,50,1951
1124,AL081952,            UNNAMED,19520930,1800,  , TS,24.0,-22.7,40,1952
1125,AL081953,            UNNAMED,19530921,1800, L, TS,29.0,-81.9,45,1953
1126,AL081954,               EDNA,19540914,1930, L, TS,59.5,-48.9,110,1954
1127,AL081955,               IONE,19550927,1800, L, TS,73.0,-7.0,120,1955
1128,AL081956,              GRETA,19561107,1800,  , TS,33.7,-42.0,85,1956
1129,AL081957,            UNNAMED,19571027,1800,  , TS,38.8,-44.6,50,1957
1130,AL081958,             HELENE,19581004,1800, I, TS,57.0,-5.5,130,1958
1131,AL081959,             GRACIE,19591002,1800, L, TS,43.0,-63.4,115,1959
1132,AL081960,            UNNAMED,19600903,1800,  , TS,33.5,-49.0,40,1960
1133,AL081961,              GERDA,19611022,1800,  , TS,44.0,-45.0,60,1961
1134,AL081963,              GINNY,19631030,1800,  , TS,49.0,-63.0,95,1963
1135,AL081964,           FLORENCE,19640910,1800,  , TS,33.5,-19.7,40,1964
1136,AL081966,             HALLIE,19660922,1800,  , TS,21.6,-95.4,45,1966
1137,AL081967,            UNNAMED,19670816,1800,  , TD,14.0,-13.0,-99,1967
1138,AL081968,               EDNA,19680919,1800,  , TS,17.8,-21.1,55,1968
1139,AL081969,             DEBBIE,19690825,1800,  , TS,60.9,-35.5,105,1969
1140,AL081970,            UNNAMED,19700819,1800,  , TS,44.0,-56.0,60,1970
1141,AL081971,              CHLOE,19710825,1800,  , TS,18.0,-52.5,55,1971
1142,AL081972,            UNNAMED,19720815,1800,  , TD,33.0,-73.0,25,1972
1143,AL081973,             BRENDA,19730822,1800,  , TS,21.3,-83.7,80,1973
1144,AL081974,            UNNAMED,19740826,1800,  , TD,29.5,-85.5,30,1974
1145,AL081975,              DORIS,19750904,1800,  , TS,43.5,-40.7,95,1975
1146,AL081976,             DOTTIE,19760821,1800,  , TS,33.5,-80.0,45,1976
1147,AL081977,            UNNAMED,19770919,1800,  , TD,10.0,-35.5,25,1977
1148,AL081978,            UNNAMED,19780810,1800,  , TD,29.4,-89.2,25,1978
1149,AL081979,            UNNAMED,19790806,1800,  , TD,48.5,-45.0,30,1979
1150,AL081980,            UNNAMED,19800829,1800,  , TD,22.5,-31.6,30,1980
1151,AL081981,            UNNAMED,19810726,1800,  , TD,25.4,-91.8,30,1981
1152,AL081982,            ERNESTO,19821003,1800,  , TS,32.0,-58.0,60,1982
1153,AL081984,              CESAR,19840902,1800,  , TS,46.2,-48.9,50,1984
1154,AL081985,             FABIAN,19850919,1800,  , TS,32.1,-42.5,55,1985
1155,AL081986,           DANIELLE,19860910,1800,  , TS,14.9,-52.0,50,1986
1156,AL081987,            UNNAMED,19870908,1800,  , TD,14.0,-63.3,30,1987
1157,AL081988,            GILBERT,19880920,2200, L, TS,43.4,-54.0,160,1988
1158,AL081989,              FELIX,19890910,1800,  , TS,46.5,-21.0,75,1989
1159,AL081990,             GUSTAV,19900903,1800,  , TS,48.5,-44.5,105,1990
1160,AL081991,              ERIKA,19910912,1800, L, TS,39.5,-21.5,50,1991
1161,AL081992,            UNNAMED,19921001,1800,  , TD,27.6,-34.7,30,1992
1162,AL081993,               GERT,19930921,2100, L, TS,21.3,-80.7,85,1993
1163,AL081994,            UNNAMED,19940926,1800, L, TD,16.7,-84.5,30,1994
1164,AL081995,          GABRIELLE,19950812,2000, L, TS,23.9,-94.8,60,1995
1165,AL081996,           HORTENSE,19960916,1800, L, TS,46.3,-41.0,120,1996
1166,AL081997,             FABIAN,19971008,1800,  , TS,29.5,-48.8,40,1997
1167,AL081998,            HERMINE,19980920,1800, L, TS,31.0,-90.0,40,1998
1168,AL081999,              FLOYD,19990919,1900, L, TS,49.5,-45.6,135,1999
1169,AL082000,            ERNESTO,20000903,1800,  , TS,20.0,-45.2,35,2000
1170,AL082001,          GABRIELLE,20010921,1800, L, TS,57.5,-31.0,70,2001
1171,AL082002,             GUSTAV,20020915,1800, P, TS,62.5,-49.5,85,2002
1172,AL082003,              ERIKA,20030817,1800, L, TS,26.6,-83.3,65,2003
1173,AL082004,            HERMINE,20040831,1800, L, TS,43.1,-65.2,50,2004
1174,AL082005,             HARVEY,20050814,1800,  , TS,44.5,-30.5,55,2005
1175,AL082006,             GORDON,20060924,1800,  , TS,57.0,-7.5,105,2006
1176,AL082007,             INGRID,20070918,1800,  , TS,19.1,-43.6,40,2007
1177,AL082008,              HANNA,20080908,1900, L, TS,47.8,-52.1,75,2008
1178,AL082009,              EIGHT,20090926,1800,  , TD,18.6,-29.0,30,2009
1179,AL082010,              FIONA,20100904,1800,  , TS,34.1,-41.8,55,2010
1180,AL082011,             HARVEY,20110822,1800, L, TS,18.7,-82.0,55,2011
1181,AL082012,             GORDON,20120821,1800, L, TS,40.0,-16.6,95,2012
1182,AL082013,              EIGHT,20130907,1800, L, TD,22.4,-97.4,30,2013
1183,AL082014,            GONZALO,20141020,2315, L, TS,53.9,-30.9,125,2014
1184,AL082015,              HENRI,20150911,1800,  , TS,35.7,-60.3,45,2015
1185,AL091863,            UNNAMED,18631001,1800, L, TS,30.6,-89.5,60,1863
1186,AL091867,            UNNAMED,18671031,1800,  , TS,19.0,-50.5,110,1867
1187,AL091869,            UNNAMED,18691001,1200,  , TS,17.0,-67.5,50,1869
1188,AL091870,            UNNAMED,18701022,2000, L, TS,34.5,-71.1,90,1870
1189,AL091878,            UNNAMED,18781016,1800,  , TS,44.0,-38.0,70,1878
1190,AL091880,            UNNAMED,18801010,1900, L, TS,32.5,-65.5,70,1880
1191,AL091886,            UNNAMED,18860930,1800,  , TS,32.2,-65.0,85,1886
1192,AL091887,            UNNAMED,18870922,1800, L, TS,26.1,-57.0,85,1887
1193,AL091888,            UNNAMED,18881202,1800,  , TS,48.0,-33.3,85,1888
1194,AL091889,            UNNAMED,18891011,2300, L, TS,63.0,-55.3,50,1889
1195,AL091891,            UNNAMED,18911020,1800,  , TS,48.5,-57.0,75,1891
1196,AL091892,            UNNAMED,18921029,1900, L, TS,37.5,-66.0,45,1892
1197,AL091893,            UNNAMED,18931015,1800, L, TS,57.0,-25.0,105,1893
1198,AL091898,            UNNAMED,18981014,1800,  , TS,37.2,-57.7,60,1898
1199,AL091899,            UNNAMED,18991104,1800, L, TS,57.8,-17.5,95,1899
1200,AL091901,            UNNAMED,19010917,1800,  , TS,20.8,-28.1,50,1901
1201,AL091903,            UNNAMED,19031027,1800,  , TS,55.2,-49.5,50,1903
1202,AL091906,            UNNAMED,19061017,1800,  , TS,33.7,-62.0,45,1906
1203,AL091908,            UNNAMED,19081019,1800,  , TS,14.5,-78.5,90,1908
1204,AL091909,            UNNAMED,19090922,1800, L, TS,36.8,-71.0,105,1909
1205,AL091916,            UNNAMED,19160907,1800, L, TS,36.5,-75.5,45,1916
1206,AL091923,            UNNAMED,19231027,1800,  , TS,29.0,-59.8,40,1923
1207,AL091924,            UNNAMED,19241015,1800,  , TS,26.7,-88.0,50,1924
1208,AL091926,            UNNAMED,19261005,1800,  , TS,16.5,-79.0,35,1926
1209,AL091931,            UNNAMED,19311016,1800,  , TS,32.5,-69.2,40,1931
1210,AL091932,            UNNAMED,19321002,1800,  , TS,18.2,-56.7,125,1932
1211,AL091933,            UNNAMED,19330831,1800,  , TS,48.6,-37.8,55,1933
1212,AL091934,            UNNAMED,19340925,1800,  , TS,42.9,-22.5,50,1934
1213,AL091936,            UNNAMED,19360823,2200, L, TS,30.4,-76.3,50,1936
1214,AL091937,            UNNAMED,19371003,1800,  , TS,60.6,-34.7,65,1937
1215,AL091938,            UNNAMED,19381110,1800,  , TS,23.9,-72.4,60,1938
1216,AL091940,            UNNAMED,19401029,1800,  , TS,49.2,-41.0,70,1940
1217,AL091942,            UNNAMED,19421013,1800,  , TS,35.6,-71.3,45,1942
1218,AL091943,            UNNAMED,19431017,1800,  , TS,37.0,-60.5,95,1943
1219,AL091944,            UNNAMED,19440928,1800,  , TS,61.4,-22.4,85,1944
1220,AL091945,            UNNAMED,19450920,2000, L, TS,47.9,-46.1,115,1945
1221,AL091947,            UNNAMED,19471016,1800, L, TS,32.5,-74.9,90,1947
1222,AL091948,            UNNAMED,19481016,2200, L, TS,46.5,-37.5,110,1948
1223,AL091949,            UNNAMED,19490926,1800, L, TS,26.6,-91.8,80,1949
1224,AL091950,               ITEM,19501011,1800, L, TS,23.3,-90.4,90,1950
1225,AL091951,                HOW,19511011,1800, L, TS,81.0,-2.0,85,1951
1226,AL091952,               EASY,19521011,1800,  , TS,18.1,-49.4,90,1952
1227,AL091953,           FLORENCE,19530927,1800, L, TS,32.1,-78.0,100,1953
1228,AL091954,            UNNAMED,19540908,1800,  , TS,47.0,-30.5,40,1954
1229,AL091955,              HILDA,19550920,2100, R, TS,22.3,-66.1,105,1955
1230,AL091956,            UNNAMED,19560610,1800,  , TS,37.0,-66.4,40,1956
1231,AL091958,               ILSA,19580930,1800, R, TS,43.8,-46.0,95,1958
1232,AL091959,             HANNAH,19591008,1800,  , TS,56.0,-18.0,105,1959
1233,AL091961,             HATTIE,19611101,1800,  , TS,18.5,-81.2,140,1961
1234,AL091963,             HELENA,19631029,1800,  , TS,20.8,-58.9,45,1963
1235,AL091964,             GLADYS,19640925,1800,  , TS,47.5,-44.3,125,1964
1236,AL091966,               INEZ,19661011,1800,  , TS,9.9,-35.1,130,1966
1237,AL091967,            UNNAMED,19670819,1800,  , TD,18.0,-16.1,-99,1967
1238,AL091968,            UNNAMED,19680923,1800,  , SS,42.5,-35.0,70,1968
1239,AL091969,            CAMILLE,19690822,2200, L, TS,43.0,-54.0,150,1969
1240,AL091970,            DOROTHY,19700823,1800,  , TS,16.2,-41.0,60,1970
1241,AL091971,              DORIA,19710829,1800,  , TS,48.0,-47.0,55,1971
1242,AL091972,            UNNAMED,19720818,1800,  , TD,15.0,-17.0,25,1972
1243,AL091973,          CHRISTINE,19730904,1800,  , TS,19.0,-14.0,60,1973
1244,AL091974,              BECKY,19740902,1800,  , TS,43.1,-36.0,100,1974
1245,AL091975,            UNNAMED,19750909,1800,  , TD,17.0,-24.0,30,1975
1246,AL091976,            CANDICE,19760824,1800,  , TS,49.9,-42.8,80,1976
1247,AL091977,            UNNAMED,19770923,1800,  , TD,22.0,-95.0,25,1977
1248,AL091978,              DEBRA,19780829,1800,  , TS,34.2,-88.4,50,1978
1249,AL091979,              DAVID,19790908,1800,  , TS,52.5,-36.1,150,1979
1250,AL091980,            GEORGES,19800908,1800,  , TS,48.0,-38.0,70,1980
1251,AL091981,              CINDY,19810805,1800,  , TS,44.1,-50.4,50,1981
1252,AL091984,            UNNAMED,19840908,1800,  , TD,23.2,-96.0,30,1984
1253,AL091985,             GLORIA,19851002,1800, L, TS,56.6,-23.6,125,1985
1254,AL091986,               EARL,19860920,1800,  , TS,56.0,-34.0,90,1986
1255,AL091987,            UNNAMED,19870908,1800,  , TD,36.0,-78.0,30,1987
1256,AL091988,             HELENE,19880930,1800,  , TS,55.0,-30.0,125,1988
1257,AL091989,            UNNAMED,19890828,1800,  , TD,13.8,-48.2,25,1989
1258,AL091990,           HORTENSE,19900831,1800,  , TS,36.2,-35.0,55,1990
1259,AL091991,             FABIAN,19911017,2100, L, TS,30.0,-75.5,40,1991
1260,AL091992,               EARL,19921003,1800,  , TS,30.1,-62.9,55,1992
1261,AL091993,             HARVEY,19930921,1800,  , TS,46.0,-42.0,65,1993
1262,AL091994,            UNNAMED,19940929,1800,  , TD,16.5,-20.8,30,1994
1263,AL091995,           HUMBERTO,19950901,1800,  , TS,40.0,-33.0,95,1995
1264,AL091996,            ISIDORE,19961002,1800,  , TS,9.9,-23.3,100,1996
1265,AL091997,              GRACE,19971017,1800,  , TS,24.5,-47.3,40,1997
1266,AL091998,               IVAN,19980927,1800,  , TS,41.5,-15.5,80,1998
1267,AL091999,               GERT,19990923,1800,  , TS,46.6,-24.2,130,1999
1268,AL092000,            UNNAMED,20000909,2100, L, TD,30.0,-93.5,30,2000
1269,AL092001,            UNNAMED,20010920,2100, L, TD,14.5,-81.9,30,2001
1270,AL092002,              HANNA,20020915,1800, L, TS,33.0,-85.0,50,2002
1271,AL092003,            UNNAMED,20030822,1800,  , TD,16.2,-65.5,30,2003
1272,AL092004,               IVAN,20040924,2130, P, TS,9.8,-27.6,145,2004
1273,AL092005,              IRENE,20050818,1800,  , TS,43.3,-33.5,90,2005
1274,AL092006,             HELENE,20060927,1800,  , TS,56.3,-7.6,105,2006
1275,AL092007,           HUMBERTO,20070914,1800, L, TS,32.7,-90.2,80,2007
1276,AL092008,                IKE,20080915,1800, L, TS,47.2,-37.0,125,2008
1277,AL092009,              GRACE,20091006,1800,  , TS,50.8,-7.7,55,2009
1278,AL092010,             GASTON,20100908,1800,  , TS,17.5,-32.2,35,2010
1279,AL092011,              IRENE,20110830,2300, L, TS,53.0,-59.0,105,2011
1280,AL092012,              ISAAC,20120901,1800, T, TS,38.4,-44.8,70,2012
1281,AL092013,           HUMBERTO,20130919,1800,  , TS,33.0,-17.6,80,2013
1282,AL092014,              HANNA,20141029,1800, L, TS,19.5,-81.8,35,2014
1283,AL092015,               NINE,20150919,1800,  , TD,18.5,-40.3,30,2015
1284,AL101869,            UNNAMED,18691005,2300, L, TS,48.0,-65.5,90,1869
1285,AL101870,            UNNAMED,18701023,1200,  , HU,21.0,-72.0,90,1870
1286,AL101878,            UNNAMED,18781019,1800,  , TS,34.5,-36.2,100,1878
1287,AL101880,            UNNAMED,18801016,1800,  , HU,45.2,-51.0,80,1880
1288,AL101886,            UNNAMED,18861013,2200, L, TS,33.2,-82.5,105,1886
1289,AL101887,            UNNAMED,18870918,1800,  , TS,53.1,-44.5,70,1887
1290,AL101891,            UNNAMED,18911106,1800,  , TS,41.6,-49.0,50,1891
1291,AL101893,            UNNAMED,18931005,1800, L, TS,35.4,-70.4,115,1893
1292,AL101898,            UNNAMED,18981023,1800,  , TS,26.3,-76.9,40,1898
1293,AL101899,            UNNAMED,18991110,1800,  , TS,28.4,-69.5,55,1899
1294,AL101901,            UNNAMED,19011002,1800, L, TS,55.3,-27.0,45,1901
1295,AL101903,            UNNAMED,19031125,1800,  , TS,43.5,-37.0,70,1903
1296,AL101906,            UNNAMED,19061020,1800,  , TS,29.3,-57.1,45,1906
1297,AL101908,            UNNAMED,19081023,1800,  , TS,35.0,-66.0,35,1908
1298,AL101909,            UNNAMED,19090929,1800,  , TS,32.2,-65.5,50,1909
1299,AL101916,            UNNAMED,19160922,1800,  , TS,38.7,-37.5,75,1916
1300,AL101924,            UNNAMED,19241023,1800, L, TS,31.0,-65.0,145,1924
1301,AL101926,            UNNAMED,19261028,1800,  , TS,37.4,-44.2,130,1926
1302,AL101931,            UNNAMED,19311022,1800,  , TS,31.6,-50.9,55,1931
1303,AL101932,            UNNAMED,19320930,1800,  , TS,36.5,-47.7,40,1932
1304,AL101933,            UNNAMED,19330830,1800,  , TS,22.0,-92.3,35,1933
1305,AL101934,            UNNAMED,19341004,1800,  , TS,32.3,-38.3,85,1934
1306,AL101936,            UNNAMED,19360906,1800,  , TS,51.5,-12.5,95,1936
1307,AL101937,            UNNAMED,19371004,1800, L, TS,33.2,-87.7,40,1937
1308,AL101942,            UNNAMED,19421018,1800,  , TS,38.0,-66.0,45,1942
1309,AL101943,            UNNAMED,19431026,1800,  , TS,18.3,-81.0,40,1943
1310,AL101944,            UNNAMED,19441003,1800,  , TS,43.8,-37.0,45,1944
1311,AL101945,            UNNAMED,19451007,1800,  , TS,23.0,-81.0,80,1945
1312,AL101947,            UNNAMED,19471022,1800,  , TS,39.5,-47.0,105,1947
1313,AL101948,            UNNAMED,19481111,1800,  , TS,36.8,-66.0,65,1948
1314,AL101949,            UNNAMED,19490922,1800, L, TS,18.5,-60.8,70,1949
1315,AL101950,                JIG,19501018,1800,  , TS,47.5,-37.5,100,1950
1316,AL101951,               ITEM,19511017,1800,  , TS,23.6,-80.2,55,1951
1317,AL101952,                FOX,19521028,1900, L, TS,31.4,-70.4,125,1952
1318,AL101953,               GAIL,19531012,1800,  , TS,34.5,-35.5,70,1953
1319,AL101954,           FLORENCE,19540912,1800, L, TS,22.5,-94.5,55,1954
1320,AL101955,              JANET,19550930,1800, R, TS,20.5,-52.6,150,1955
1321,AL101956,            UNNAMED,19561012,1800,  , TS,19.7,-46.0,40,1956
1322,AL101958,             JANICE,19581013,2300, L, TS,48.0,-28.2,85,1958
1323,AL101959,              IRENE,19591009,1800, L, TS,34.5,-83.5,40,1959
1324,AL101961,              JENNY,19611109,1800,  , TS,34.5,-43.2,70,1961
1325,AL101964,              HILDA,19641005,1800,  , TS,31.0,-80.0,130,1964
1326,AL101966,             JUDITH,19660930,1800,  , TS,13.8,-43.2,45,1966
1327,AL101967,            UNNAMED,19670824,1800,  , TD,21.1,-17.0,-99,1967
1328,AL101968,            UNNAMED,19680921,1800,  , TD,21.0,-23.9,25,1968
1329,AL101969,            UNNAMED,19690828,1800,  , TD,18.5,-17.0,25,1969
1330,AL101970,            UNNAMED,19700909,1800,  , TD,23.5,-43.5,25,1970
1331,AL101971,            UNNAMED,19710901,1800,  , TD,30.0,-73.0,25,1971
1332,AL101972,              BETTY,19720901,1800,  , TS,46.2,-32.1,90,1972
1333,AL101973,              DELIA,19730907,1800,  , TS,30.3,-86.5,60,1973
1334,AL101974,             CARMEN,19740910,1800,  , TS,31.3,-55.8,130,1974
1335,AL101975,            UNNAMED,19750906,1800,  , TD,12.5,-17.5,30,1975
1336,AL101976,               EMMY,19760904,1800,  , TS,41.0,-24.0,90,1976
1337,AL101977,            DOROTHY,19770930,1800,  , TS,49.5,-48.5,75,1977
1338,AL101978,               ELLA,19780905,1800,  , TS,49.0,-45.0,120,1978
1339,AL101979,            UNNAMED,19790828,1800,  , TD,24.9,-94.5,30,1979
1340,AL101980,               EARL,19800911,1800,  , TS,51.5,-23.5,65,1980
1341,AL101981,             DENNIS,19810822,1800,  , WV,38.4,-25.7,70,1981
1342,AL101984,              DIANA,19840916,1800, L, TS,46.0,-57.8,115,1984
1343,AL101985,              HENRI,19850925,2100, L, TS,41.3,-71.8,50,1985
1344,AL101986,            FRANCES,19861121,1800,  , TS,31.1,-57.9,75,1986
1345,AL101987,             DENNIS,19870920,1800,  , TS,32.8,-18.4,45,1987
1346,AL101988,              ISAAC,19881001,1800,  , TS,9.8,-45.5,40,1988
1347,AL101989,          GABRIELLE,19890913,2046, P, TS,43.8,-21.0,125,1989
1348,AL101990,            ISIDORE,19900917,1800,  , TS,9.9,-23.4,85,1990
1349,AL101991,            UNNAMED,19911025,1800,  , TD,14.1,-42.3,25,1991
1350,AL101992,            FRANCES,19921030,1800,  , TS,48.0,-7.0,75,1992
1351,AL101993,            UNNAMED,19930930,1800,  , TD,39.6,-62.2,30,1993
1352,AL101994,            UNNAMED,19940930,1800,  , TD,24.0,-85.0,30,1994
1353,AL101995,               IRIS,19950907,2300, L, TS,49.3,-4.4,95,1995
1354,AL101996,          JOSEPHINE,19961016,1800, L, TS,63.0,-15.5,60,1996
1355,AL101998,             JEANNE,19981004,1800,  , TS,9.6,-5.0,90,1998
1356,AL101999,             HARVEY,19990922,1800, L, TS,27.1,-78.6,50,1999
1357,AL102000,           FLORENCE,20000917,1800,  , TS,45.5,-53.0,70,2000
1358,AL102001,           HUMBERTO,20010927,1800,  , TS,42.4,-44.5,90,2001
1359,AL102002,            ISIDORE,20020927,2100, L, WV,40.9,-60.5,110,2002
1360,AL102003,             FABIAN,20030909,1800,  , TS,60.0,-27.0,125,2003
1361,AL102004,            UNNAMED,20040910,1800,  , TD,36.5,-29.5,30,2004
